Time after Ignition,Black_PMMA_R1,Black_PMMA_R2,Black_PMMA_R3,Black_PMMA_R4,Mean,Std. Dev.
213.0,1338.5,1395.1,1299.6,1253.8,1321.8,59.9
213.25,1326.0,1281.7,1271.5,1302.4,1295.4,24.1
213.5,1313.0,1211.8,1215.5,1315.1,1263.8,58.0
213.75,1265.7,1377.8,1406.5,1326.0,1344.0,61.9
214.0,1223.3,1346.0,1373.7,1236.6,1294.9,76.0
214.25,1372.7,1205.1,1330.5,1267.5,1293.9,73.4
214.5,1274.8,1284.2,1301.2,1238.2,1274.6,26.6
214.75,1279.3,1329.2,1392.6,1392.4,1348.4,54.9
215.0,1269.9,1245.2,1225.3,1316.7,1264.3,39.4
215.25,1286.2,1278.0,1276.7,1327.0,1292.0,23.7
215.5,1351.5,1311.3,1346.9,1349.1,1339.7,19.1
215.75,1393.2,1279.2,1328.7,1370.0,1342.8,50.0
216.0,1371.6,1354.6,1375.1,1150.4,1312.9,108.7
216.25,1363.2,1336.1,1323.4,1407.3,1357.5,37.1
216.5,1282.5,1352.3,1479.1,1338.5,1363.1,83.0
216.75,1297.2,1279.7,1382.5,1288.1,1311.9,47.6
217.0,1276.3,1261.0,1394.2,1166.1,1274.4,93.6
217.25,1286.7,1265.2,1403.4,1378.1,1333.3,67.7
217.5,1383.6,1289.3,1290.1,1283.2,1311.5,48.1
217.75,1320.3,1341.9,1470.3,1283.4,1354.0,81.2
218.0,1244.3,1246.2,1238.6,1343.0,1268.0,50.1
218.25,1369.4,1276.5,1444.6,1239.6,1332.6,92.5
218.5,1299.3,1396.2,1413.1,1385.7,1373.6,50.8
218.75,1404.4,1427.0,1472.5,1304.4,1402.1,71.0
219.0,1306.0,1398.9,1337.0,1405.6,1361.9,48.4
219.25,1395.5,1326.8,1294.9,1348.8,1341.5,42.3
219.5,1295.6,1347.6,1290.6,1246.3,1295.0,41.5
219.75,1372.4,1352.0,1495.3,1203.1,1355.7,119.8
220.0,1237.3,1306.2,1375.4,1351.2,1317.5,60.7
220.25,1301.8,1334.4,1510.7,1235.0,1345.5,117.7
220.5,1310.4,1378.6,1415.1,1307.5,1352.9,52.9
220.75,1384.3,1326.9,1435.6,1408.9,1388.9,46.4
221.0,1376.6,1306.3,1289.3,1308.3,1320.1,38.6
221.25,1280.7,1397.9,1358.1,1416.1,1363.2,60.1
221.5,1289.1,1368.7,1512.4,1284.6,1363.7,106.4
221.75,1400.6,1399.5,1430.1,1423.6,1413.4,15.7
222.0,1284.5,1404.1,1394.4,1327.6,1352.6,56.8
222.25,1314.2,1315.2,1378.9,1343.4,1337.9,30.5
222.5,1425.3,1359.2,1373.9,1351.8,1377.5,33.1
222.75,1244.9,1362.8,1422.3,1271.2,1325.3,82.1
223.0,1387.5,1262.1,1339.9,1334.1,1330.9,51.7
223.25,1384.6,1339.6,1420.1,1200.8,1336.3,96.1
223.5,1313.3,1323.1,1431.1,1317.5,1346.2,56.7
223.75,1257.9,1391.2,1488.4,1276.7,1353.6,107.5
224.0,1284.6,1436.0,1426.4,1245.5,1348.1,97.3
224.25,1388.0,1352.2,1395.2,1396.5,1383.0,20.9
224.5,1304.3,1415.8,1346.2,1221.3,1321.9,81.3
224.75,1322.5,1340.1,1379.4,1269.4,1327.8,45.6
225.0,1366.5,1321.2,1424.3,1317.3,1357.3,49.9
225.25,1335.1,1406.2,1372.7,1290.3,1351.1,49.9
225.5,1325.8,1439.6,1529.7,1212.1,1376.8,137.9
225.75,1335.6,1447.4,1645.2,1252.3,1420.1,170.0
226.0,1400.9,1374.8,1332.9,1339.3,1362.0,31.8
226.25,1291.8,1382.7,1424.0,1357.3,1363.9,55.4
226.5,1392.5,1444.9,1538.1,1202.5,1394.5,141.4
226.75,1378.2,1393.8,1479.2,1316.5,1391.9,67.1
227.0,1384.8,1324.4,1588.5,1365.5,1415.8,117.8
227.25,1283.9,1325.0,1495.7,1291.9,1349.1,99.3
227.5,1332.0,1386.7,1452.5,1363.1,1383.6,51.1
227.75,1331.4,1442.2,1453.4,1346.7,1393.4,63.3
228.0,1355.2,1233.7,1517.9,1379.8,1371.7,116.6
228.25,1438.0,1484.8,1435.4,1330.4,1422.1,65.2
228.5,1297.8,1373.9,1461.4,1271.2,1351.1,85.5
228.75,1431.0,1416.8,1448.7,1322.0,1404.6,56.6
229.0,1300.2,1392.9,1398.1,1335.4,1356.6,47.1
229.25,1461.7,1531.1,1499.4,1292.7,1446.2,106.2
229.5,1380.5,1419.8,1532.2,1285.9,1404.6,101.9
229.75,1454.0,1550.9,1468.8,1390.4,1466.0,66.0
230.0,1373.6,1459.0,1541.6,1434.1,1452.1,69.6
230.25,1390.9,1406.3,1443.8,1352.2,1398.3,37.9
230.5,1275.6,1369.4,1560.4,1232.4,1359.5,145.7
230.75,1445.1,1417.1,1439.0,1331.8,1408.3,52.3
231.0,1333.7,1562.0,1571.4,1400.4,1466.9,118.5
231.25,1423.4,1480.3,1502.6,1286.3,1423.1,97.2
231.5,1442.1,1341.9,1462.6,1311.4,1389.5,74.1
231.75,1352.9,1406.0,1523.1,1374.7,1414.2,75.8
232.0,1319.2,1331.2,1481.7,1367.8,1375.0,74.1
232.25,1430.6,1409.5,1519.5,1358.0,1429.4,67.4
232.5,1441.3,1422.3,1573.4,1429.8,1466.7,71.6
232.75,1466.0,1464.0,1407.9,1411.0,1437.2,32.1
233.0,1477.8,1365.5,1460.4,1338.4,1410.5,68.9
233.25,1367.7,1477.4,1444.6,1418.7,1427.1,46.3
233.5,1432.6,1460.8,1589.5,1378.8,1465.4,89.5
233.75,1407.8,1491.9,1622.2,1339.5,1465.4,121.7
234.0,1369.2,1502.1,1544.6,1393.5,1452.4,84.4
234.25,1377.2,1401.3,1500.5,1367.7,1411.7,60.9
234.5,1492.3,1339.4,1439.4,1453.1,1431.0,65.1
234.75,1388.1,1590.8,1430.8,1504.2,1478.5,88.9
235.0,1458.8,1535.2,1438.9,1423.9,1464.2,49.5
235.25,1330.7,1352.3,1559.8,1410.5,1413.3,103.3
235.5,1396.7,1442.8,1553.7,1460.1,1463.3,65.9
235.75,1511.5,1559.9,1574.6,1483.0,1532.3,42.5
236.0,1420.2,1530.6,1416.6,1396.4,1440.9,60.7
236.25,1367.4,1595.1,1530.3,1405.9,1474.7,106.2
236.5,1530.7,1541.8,1424.8,1498.2,1498.9,52.7
236.75,1414.3,1511.8,1535.0,1461.0,1480.5,53.9
237.0,1434.2,1437.6,1606.2,1494.9,1493.2,80.3
237.25,1428.1,1455.4,1460.8,1450.0,1448.6,14.3
237.5,1422.6,1480.4,1474.8,1531.6,1477.3,44.6
237.75,1383.9,1653.4,1430.7,1527.1,1498.8,119.1
238.0,1517.6,1455.5,1510.2,1526.2,1502.4,31.9
238.25,1555.7,1471.4,1493.2,1525.9,1511.6,37.0
238.5,1517.8,1465.1,1458.4,1525.2,1491.6,34.7
238.75,1511.0,1455.0,1386.1,1567.6,1479.9,77.6
239.0,1527.9,1573.8,1393.1,1560.3,1513.8,82.7
239.25,1572.1,1565.7,1367.4,1568.8,1518.5,100.7
239.5,1513.9,1385.1,1409.5,1533.5,1460.5,74.1
239.75,1415.7,1676.8,1383.2,1549.2,1506.2,134.5
240.0,1587.3,1378.8,1372.4,1575.4,1478.5,118.9
240.25,1498.9,1498.8,1355.9,1605.6,1489.8,102.5
240.5,1360.9,1577.0,1505.0,1654.0,1524.2,124.7
240.75,1420.1,1462.1,1315.5,1604.5,1450.5,119.7
241.0,1552.0,1505.8,1347.7,1624.2,1507.4,117.1
241.25,1588.7,1538.5,1312.3,1655.5,1523.7,148.9
241.5,1442.2,1435.4,1336.3,1649.2,1465.8,131.5
241.75,1533.5,1539.5,1324.1,1693.5,1522.7,151.7
242.0,1525.2,1512.6,1261.0,1679.1,1494.5,173.1
242.25,1490.5,1461.4,1288.2,1678.8,1479.7,160.0
242.5,1509.1,1434.5,1249.9,1714.9,1477.1,192.4
242.75,1517.7,1461.5,1214.5,1697.3,1472.8,199.4
243.0,1436.3,1609.1,1193.7,1711.4,1487.6,226.5
243.25,1465.5,1456.9,1167.7,1731.6,1455.4,230.3
243.5,1416.6,1520.3,1172.6,1722.6,1458.0,228.8
243.75,1567.0,1570.3,1126.3,1728.1,1497.9,258.9
244.0,1396.9,1523.1,1128.5,1748.1,1449.1,258.5
244.25,1559.6,1538.3,1082.7,1761.2,1485.4,286.7
244.5,1453.6,1515.9,1063.6,1767.2,1450.1,291.2
244.75,1501.1,1462.5,1072.0,1763.5,1449.8,285.1
245.0,1531.2,1538.7,1016.1,1748.2,1458.5,311.7
245.25,1525.6,1536.5,994.9,1769.8,1456.7,327.8
245.5,1480.7,1533.2,962.7,1743.3,1430.0,331.5
245.75,1481.9,1485.2,946.0,1732.7,1411.5,331.8
246.0,1522.2,1442.4,928.1,1742.2,1408.7,344.6
246.25,1515.0,1443.4,909.5,1723.7,1397.9,346.6
246.5,1430.0,1528.9,866.0,1687.0,1378.0,357.3
246.75,1510.2,1371.3,841.8,1705.0,1357.1,369.8
247.0,1437.1,1440.1,808.4,1699.2,1346.2,379.0
247.25,1398.2,1436.3,815.5,1664.5,1328.6,361.7
247.5,1540.0,1432.3,787.8,1659.9,1355.0,389.4
247.75,1456.5,1406.7,752.4,1664.0,1319.9,394.4
248.0,1464.0,1370.1,722.2,1633.1,1297.4,398.6
248.25,1358.0,1345.7,705.9,1621.3,1257.7,389.2
248.5,1422.0,1387.7,665.8,1596.5,1268.0,411.7
248.75,1444.2,1314.7,649.4,1572.1,1245.1,410.8
249.0,1540.5,1360.2,631.2,1545.4,1269.3,434.1
249.25,1426.8,1303.8,604.8,1501.8,1209.3,411.1
249.5,1464.6,1294.6,584.1,1524.7,1217.0,433.0
249.75,1440.7,1267.1,554.9,1470.6,1183.3,428.5
250.0,1427.3,1259.4,527.8,1464.1,1169.7,437.1
250.25,1405.4,1210.2,504.1,1432.4,1138.0,434.1
250.5,1462.7,1202.5,475.3,1416.6,1139.3,456.9
250.75,1366.0,1148.8,453.0,1408.1,1094.0,442.2
251.0,1427.4,1161.0,431.3,1353.5,1093.3,455.4
251.25,1408.7,1095.1,411.7,1328.9,1061.1,452.9
251.5,1377.9,1120.0,395.4,1290.3,1045.9,446.7
251.75,1436.1,1085.2,370.7,1265.7,1039.4,468.3
252.0,1364.3,1041.1,354.0,1246.3,1001.4,451.8
252.25,1458.8,1007.6,337.9,1208.0,1003.1,480.3
252.5,1293.9,1009.4,320.0,1172.9,949.1,435.3
252.75,1355.7,1001.9,306.2,1150.0,953.4,455.2
253.0,1339.6,940.1,286.9,1116.8,920.9,453.1
253.25,1339.9,916.1,273.3,1069.4,899.7,452.9
253.5,1280.4,890.6,258.6,1053.9,870.9,438.3
253.75,1313.4,859.5,247.2,1002.8,855.7,447.7
254.0,1279.3,829.8,236.0,955.0,825.0,436.0
254.25,1297.2,796.7,220.1,940.1,813.5,448.1
254.5,1266.5,766.6,208.6,909.5,787.8,439.6
254.75,1259.7,745.6,199.4,863.8,767.1,437.7
255.0,1270.5,728.7,189.1,831.9,755.0,444.4
255.25,1253.7,700.8,181.4,805.3,735.3,440.3
255.5,1214.8,669.3,175.4,770.1,707.4,426.5
255.75,1235.4,638.2,165.3,769.2,702.0,440.2
256.0,1203.4,600.7,157.1,730.4,672.9,430.5
256.25,1159.0,570.8,148.3,684.4,640.6,415.5
256.5,1149.0,538.3,139.9,661.8,622.3,415.8
256.75,1155.0,504.5,132.4,625.6,604.4,422.9
257.0,1114.8,480.9,126.7,600.8,580.8,409.0
257.25,1125.6,448.9,119.5,571.6,566.4,418.8
257.5,1095.2,420.5,114.2,549.8,544.9,409.8
257.75,1121.9,398.0,108.5,524.6,538.2,426.3
258.0,1033.0,378.5,102.3,489.8,500.9,390.4
258.25,1043.5,355.3,,468.0,622.3,369.1
258.5,1030.4,343.8,,442.9,605.7,371.2
258.75,1009.9,316.9,,419.6,582.1,374.0
259.0,992.9,300.5,,387.1,560.2,377.2
259.25,998.5,281.9,,364.6,548.3,392.0
259.5,956.0,265.7,,345.8,522.5,377.5
259.75,930.8,250.1,,333.2,504.7,371.3
260.0,907.2,236.8,,305.5,483.2,368.8
260.25,900.6,221.8,,286.4,469.6,374.6
260.5,861.6,206.4,,269.7,445.9,361.4
260.75,835.6,196.8,,254.7,429.0,353.2
261.0,815.5,184.9,,237.1,412.5,350.0
261.25,790.1,170.6,,226.1,395.6,342.7
261.5,764.2,,,207.9,486.0,393.4
261.75,740.0,,,197.3,468.6,383.8
262.0,725.9,,,186.8,456.3,381.2
262.25,693.4,,,174.9,434.1,366.7
262.5,676.8,,,170.8,423.8,357.7
262.75,647.0,,,154.2,400.6,348.4
263.0,612.3,,,148.0,380.1,328.3
263.25,586.3,,,140.8,363.5,315.0
263.5,572.4,,,135.0,353.7,309.3
263.75,533.8,,,127.8,330.8,287.1
264.0,511.2,,,119.2,315.2,277.2
264.25,485.9,,,113.1,299.5,263.6
264.5,454.6,,,108.5,281.5,244.8
264.75,423.2,,,102.2,262.7,227.0
265.0,398.8,,,96.6,247.7,213.7
265.25,375.4,,,91.4,233.4,200.8
265.5,378.4,,,87.3,232.8,205.9
265.75,357.8,,,82.6,220.2,194.6
266.0,332.5,,,77.4,205.0,180.4
266.25,297.6,,,73.0,185.3,158.8
266.5,277.4,,,69.6,173.5,147.0
266.75,280.9,,,66.2,173.6,151.8
267.0,262.2,,,63.4,162.8,140.6
267.25,253.1,,,59.4,156.2,137.0
267.5,239.4,,,57.1,148.2,128.9
267.75,227.7,,,53.5,140.6,123.2
268.0,216.5,,,52.4,134.4,116.1
268.25,207.4,,,49.3,128.3,111.8
268.5,193.5,,,46.9,120.2,103.7
268.75,185.2,,,46.5,115.8,98.1
269.0,176.5,,,43.2,109.9,94.2
269.25,165.2,,,,165.2,
269.5,157.7,,,,157.7,
