Time after Ignition,Engineered_Flooring_R1,Engineered_Flooring_R2,Engineered_Flooring_R3,Mean,Std. Dev.
24.0,157.0,159.3,169.8,162.0,6.8
24.25,158.8,160.6,168.5,162.6,5.1
24.5,156.1,160.7,171.3,162.7,7.8
24.75,154.8,160.2,167.7,160.9,6.5
25.0,157.2,159.0,163.3,159.9,3.1
25.25,156.0,162.0,167.1,161.7,5.5
25.5,154.1,157.8,165.2,159.0,5.6
25.75,155.5,158.2,166.7,160.1,5.8
26.0,157.0,160.3,164.1,160.5,3.5
26.25,153.8,159.9,164.0,159.2,5.1
26.5,155.9,161.1,164.5,160.5,4.3
26.75,155.3,161.2,161.8,159.4,3.6
27.0,155.9,161.2,163.8,160.3,4.0
27.25,151.4,161.6,163.5,158.8,6.5
27.5,153.5,160.4,166.9,160.3,6.7
27.75,153.8,159.9,162.6,158.8,4.5
28.0,154.6,161.1,160.3,158.7,3.6
28.25,155.3,159.2,160.7,158.4,2.8
28.5,153.2,159.7,161.6,158.2,4.4
28.75,154.2,160.6,160.2,158.3,3.6
29.0,153.3,160.4,161.2,158.3,4.3
29.25,154.5,158.3,160.2,157.6,2.9
29.5,153.4,159.6,161.4,158.1,4.2
29.75,151.5,157.7,163.2,157.5,5.9
30.0,152.2,162.6,161.8,158.9,5.8
30.25,156.1,157.7,160.1,158.0,2.0
30.5,152.0,161.1,160.5,157.9,5.1
30.75,151.2,161.5,160.1,157.6,5.6
31.0,152.4,160.4,159.8,157.5,4.4
31.25,150.6,162.2,160.4,157.7,6.2
31.5,153.1,157.9,159.6,156.9,3.4
31.75,151.0,158.2,161.1,156.8,5.2
32.0,150.1,161.8,159.5,157.1,6.2
32.25,154.9,160.6,157.3,157.6,2.9
32.5,151.5,159.6,159.6,156.9,4.7
32.75,148.5,155.8,159.8,154.7,5.7
33.0,149.9,155.9,159.0,154.9,4.6
33.25,148.4,157.9,160.6,155.6,6.4
33.5,148.9,161.0,158.0,156.0,6.3
33.75,148.7,155.9,160.5,155.0,6.0
34.0,153.0,160.9,162.4,158.8,5.0
34.25,147.7,154.0,158.2,153.3,5.3
34.5,150.3,159.0,162.7,157.4,6.3
34.75,150.3,157.7,162.4,156.8,6.1
35.0,149.6,157.9,157.9,155.1,4.8
35.25,148.1,158.3,159.4,155.3,6.2
35.5,150.4,157.0,161.5,156.3,5.6
35.75,147.6,157.9,159.8,155.1,6.5
36.0,148.2,156.7,161.7,155.6,6.9
36.25,148.4,158.5,159.5,155.5,6.2
36.5,150.0,154.4,155.1,153.2,2.7
36.75,147.6,156.8,161.0,155.1,6.8
37.0,146.9,156.3,160.3,154.5,6.9
37.25,148.0,156.6,157.7,154.1,5.3
37.5,147.0,157.7,160.9,155.2,7.3
37.75,149.4,155.7,159.3,154.8,5.0
38.0,145.0,154.4,156.1,151.8,5.9
38.25,142.6,157.1,158.4,152.7,8.8
38.5,148.7,156.7,158.3,154.6,5.2
38.75,146.9,152.6,157.8,152.4,5.5
39.0,145.8,156.2,157.1,153.0,6.3
39.25,144.3,153.7,158.9,152.3,7.4
39.5,146.5,151.8,160.8,153.0,7.2
39.75,145.8,154.1,154.1,151.3,4.8
40.0,147.3,154.4,157.8,153.2,5.4
40.25,143.6,153.6,157.5,151.5,7.2
40.5,144.8,152.5,156.4,151.2,5.9
40.75,143.3,154.1,154.4,150.6,6.3
41.0,146.1,151.3,155.6,151.0,4.8
41.25,146.9,155.9,155.6,152.8,5.1
41.5,143.8,153.6,157.7,151.7,7.2
41.75,143.2,154.2,158.7,152.0,8.0
42.0,141.0,154.8,153.9,149.9,7.7
42.25,140.9,153.7,155.8,150.1,8.1
42.5,141.8,154.2,157.0,151.0,8.1
42.75,139.0,152.1,157.4,149.5,9.5
43.0,139.8,153.0,155.3,149.3,8.3
43.25,141.1,153.9,155.0,150.0,7.8
43.5,140.1,152.9,156.8,149.9,8.7
43.75,139.3,153.0,156.1,149.5,9.0
44.0,139.5,154.2,153.0,148.9,8.2
44.25,138.5,154.2,154.5,149.1,9.2
44.5,138.7,152.0,157.1,149.3,9.5
44.75,137.7,155.0,153.3,148.7,9.5
45.0,137.7,153.6,152.7,148.0,8.9
45.25,137.0,153.6,154.2,148.2,9.8
45.5,136.7,152.0,152.1,147.0,8.9
45.75,135.9,154.9,149.2,146.6,9.8
46.0,135.3,150.3,153.6,146.4,9.8
46.25,135.7,153.0,154.0,147.5,10.3
46.5,137.2,153.1,151.2,147.2,8.7
46.75,135.9,152.4,151.8,146.7,9.4
47.0,134.2,151.5,152.0,145.9,10.1
47.25,135.5,152.6,152.5,146.9,9.8
47.5,139.9,151.8,149.9,147.2,6.4
47.75,135.8,152.3,155.7,147.9,10.7
48.0,134.2,150.3,153.1,145.8,10.2
48.25,134.9,152.6,150.0,145.8,9.6
48.5,134.7,152.0,147.0,144.5,8.9
48.75,132.9,153.0,149.0,144.9,10.6
49.0,132.7,151.5,149.4,144.5,10.3
49.25,134.6,153.2,150.6,146.1,10.1
49.5,133.5,153.4,147.6,144.8,10.2
49.75,133.1,150.5,148.7,144.1,9.6
50.0,133.1,151.2,152.3,145.6,10.8
50.25,133.2,151.6,147.0,144.0,9.6
50.5,131.5,152.6,147.6,143.9,11.0
50.75,132.0,152.0,146.6,143.5,10.4
51.0,134.6,151.4,147.1,144.4,8.7
51.25,133.5,153.7,149.0,145.4,10.5
51.5,133.1,153.4,147.1,144.5,10.4
51.75,132.3,151.4,149.0,144.2,10.4
52.0,129.8,157.3,145.4,144.2,13.8
52.25,131.8,150.1,147.7,143.2,9.9
52.5,132.7,150.3,144.2,142.4,8.9
52.75,131.1,151.0,144.6,142.2,10.2
53.0,132.7,151.2,146.8,143.6,9.7
53.25,132.8,149.0,143.3,141.7,8.2
53.5,132.7,149.7,142.7,141.7,8.6
53.75,131.4,147.6,144.6,141.2,8.6
54.0,134.3,150.3,144.0,142.8,8.1
54.25,134.7,151.3,144.3,143.5,8.3
54.5,130.5,151.0,144.6,142.0,10.5
54.75,130.3,148.3,143.1,140.6,9.3
55.0,132.3,149.5,143.1,141.6,8.7
55.25,133.9,149.7,144.1,142.6,8.0
55.5,132.3,148.1,143.2,141.2,8.1
55.75,132.4,149.7,142.1,141.4,8.7
56.0,131.2,147.2,142.8,140.4,8.3
56.25,131.4,148.5,144.0,141.3,8.9
56.5,130.2,147.1,140.9,139.4,8.6
56.75,129.7,145.5,142.2,139.1,8.3
57.0,132.6,144.4,143.3,140.1,6.5
57.25,130.6,150.0,141.8,140.8,9.7
57.5,128.8,149.0,143.0,140.3,10.4
57.75,133.5,150.1,144.3,142.6,8.4
58.0,130.5,146.0,142.6,139.7,8.1
58.25,130.4,144.2,141.4,138.7,7.3
58.5,130.0,149.6,140.5,140.0,9.8
58.75,132.7,147.1,141.0,140.2,7.2
59.0,130.6,147.4,142.4,140.1,8.6
59.25,129.4,144.9,139.0,137.7,7.8
59.5,129.4,149.7,142.0,140.4,10.2
59.75,129.4,142.6,140.7,137.6,7.1
60.0,130.6,147.8,141.6,140.0,8.7
60.25,128.3,146.7,144.9,140.0,10.2
60.5,129.0,144.3,141.3,138.2,8.1
60.75,127.8,145.8,140.4,138.0,9.2
61.0,127.2,144.2,141.5,137.6,9.2
61.25,128.8,144.6,140.4,137.9,8.2
61.5,129.3,144.9,141.4,138.6,8.2
61.75,128.7,143.7,141.3,137.9,8.0
62.0,128.6,143.3,142.6,138.2,8.3
62.25,128.4,143.9,139.6,137.3,8.0
62.5,128.3,143.6,146.2,139.4,9.6
62.75,128.9,143.9,143.4,138.7,8.5
63.0,128.8,144.7,144.3,139.3,9.1
63.25,127.5,141.2,142.9,137.2,8.5
63.5,125.9,146.0,140.7,137.6,10.4
63.75,127.1,142.3,142.8,137.4,8.9
64.0,127.5,142.8,141.0,137.1,8.4
64.25,127.2,143.6,141.4,137.4,8.9
64.5,126.7,142.1,141.0,136.6,8.6
64.75,125.6,140.9,141.1,135.8,8.9
65.0,124.7,138.5,141.5,134.9,8.9
65.25,128.5,145.0,141.7,138.4,8.7
65.5,125.2,139.8,140.8,135.2,8.8
65.75,125.6,143.0,141.8,136.8,9.7
66.0,124.8,142.7,141.4,136.3,10.0
66.25,126.2,139.5,142.3,136.0,8.6
66.5,126.8,137.7,141.3,135.3,7.5
66.75,124.5,140.5,143.0,136.0,10.0
67.0,125.1,137.9,142.3,135.1,8.9
67.25,124.7,139.3,142.1,135.4,9.3
67.5,124.3,138.0,139.0,133.8,8.2
67.75,125.2,139.2,143.4,135.9,9.6
68.0,122.6,139.6,142.1,134.8,10.6
68.25,122.7,138.7,141.3,134.3,10.1
68.5,123.6,136.6,139.7,133.3,8.5
68.75,122.0,138.5,140.6,133.7,10.2
69.0,124.3,138.5,142.6,135.1,9.6
69.25,123.8,140.3,142.1,135.4,10.1
69.5,123.4,140.1,139.7,134.4,9.5
69.75,123.8,136.1,139.9,133.3,8.4
70.0,123.5,139.7,140.2,134.5,9.5
70.25,122.5,136.6,141.4,133.5,9.9
70.5,123.0,135.3,139.3,132.5,8.5
70.75,122.2,137.7,141.3,133.7,10.2
71.0,124.9,136.0,140.5,133.8,8.0
71.25,122.3,136.5,141.1,133.3,9.8
71.5,124.7,134.5,139.3,132.9,7.4
71.75,123.9,134.8,140.0,132.9,8.2
72.0,125.2,134.0,139.2,132.8,7.1
72.25,123.2,135.5,140.9,133.2,9.1
72.5,124.2,134.8,142.9,134.0,9.4
72.75,123.4,133.4,140.9,132.5,8.8
73.0,122.9,134.5,141.6,133.0,9.5
73.25,124.5,133.2,140.5,132.7,8.0
73.5,123.1,132.9,137.9,131.3,7.6
73.75,125.6,134.0,138.4,132.7,6.5
74.0,124.4,132.6,141.1,132.7,8.3
74.25,120.7,134.4,140.3,131.8,10.0
74.5,122.7,133.6,139.7,132.0,8.6
74.75,125.5,133.1,138.4,132.4,6.5
75.0,123.1,133.8,142.8,133.2,9.8
75.25,122.9,134.1,141.8,132.9,9.5
75.5,126.0,132.7,140.1,132.9,7.0
75.75,123.1,131.8,138.8,131.2,7.8
76.0,125.7,131.7,140.3,132.5,7.4
76.25,125.7,133.1,141.0,133.2,7.6
76.5,122.4,134.5,140.2,132.4,9.1
76.75,123.8,132.9,141.2,132.6,8.7
77.0,122.2,131.9,142.7,132.2,10.3
77.25,121.4,133.6,138.7,131.2,8.9
77.5,123.5,133.0,140.8,132.5,8.7
77.75,124.0,133.1,141.0,132.7,8.5
78.0,122.7,134.7,139.7,132.4,8.7
78.25,125.2,133.4,140.9,133.2,7.8
78.5,124.5,135.2,140.1,133.3,7.9
78.75,124.0,132.9,139.5,132.1,7.8
79.0,124.2,135.7,139.0,133.0,7.8
79.25,124.5,134.6,139.0,132.7,7.5
79.5,124.3,135.7,140.5,133.5,8.3
79.75,125.8,134.9,140.0,133.6,7.2
80.0,125.7,135.3,139.9,133.7,7.2
80.25,124.9,133.0,138.0,132.0,6.6
80.5,125.0,134.1,139.0,132.7,7.1
80.75,126.0,133.0,137.1,132.0,5.6
81.0,123.9,133.1,137.7,131.6,7.0
81.25,126.6,133.5,139.5,133.2,6.5
81.5,125.9,135.8,138.6,133.4,6.7
81.75,124.9,135.7,139.8,133.5,7.7
82.0,125.4,133.8,139.7,133.0,7.2
82.25,124.5,133.1,137.9,131.9,6.8
82.5,124.9,134.4,137.3,132.2,6.5
82.75,126.7,133.5,137.9,132.7,5.6
83.0,126.9,133.4,138.0,132.7,5.6
83.25,126.5,135.6,137.9,133.4,6.0
83.5,123.9,134.6,136.3,131.6,6.7
83.75,126.5,134.5,138.2,133.1,6.0
84.0,126.0,133.1,136.1,131.7,5.2
84.25,124.1,135.5,134.7,131.4,6.4
84.5,126.6,132.3,138.0,132.3,5.7
84.75,128.2,131.4,134.0,131.2,2.9
85.0,127.4,131.8,136.2,131.8,4.4
85.25,125.9,130.0,136.0,130.6,5.0
85.5,129.5,132.9,134.9,132.4,2.7
85.75,129.8,131.7,136.1,132.5,3.3
86.0,127.7,129.8,134.5,130.7,3.5
86.25,127.9,129.5,132.9,130.1,2.5
86.5,128.3,130.8,135.0,131.4,3.4
86.75,128.3,129.2,133.7,130.4,2.9
87.0,128.9,129.9,135.2,131.3,3.4
87.25,128.7,129.8,132.9,130.5,2.2
87.5,127.4,129.3,134.0,130.3,3.4
87.75,127.8,128.7,133.6,130.0,3.1
88.0,132.0,130.2,132.9,131.7,1.4
88.25,130.0,129.8,132.2,130.7,1.3
88.5,129.2,128.5,132.2,129.9,2.0
88.75,131.6,128.2,130.5,130.1,1.8
89.0,129.9,129.9,128.8,129.6,0.6
89.25,130.1,129.0,131.3,130.1,1.1
89.5,129.6,129.0,130.9,129.9,1.0
89.75,129.6,127.4,132.0,129.7,2.3
90.0,127.7,128.5,131.0,129.1,1.7
90.25,131.1,127.7,129.7,129.5,1.7
90.5,130.8,128.5,129.4,129.5,1.1
90.75,128.5,128.0,131.7,129.4,2.0
91.0,130.6,127.5,128.9,129.0,1.5
91.25,129.9,127.6,129.6,129.0,1.3
91.5,130.0,126.1,129.5,128.5,2.1
91.75,128.2,128.3,127.3,127.9,0.5
92.0,127.6,128.4,129.6,128.5,1.0
92.25,128.9,126.9,131.4,129.1,2.3
92.5,129.7,128.2,130.2,129.4,1.1
92.75,127.8,127.8,128.0,127.9,0.1
93.0,127.4,125.8,129.7,127.7,1.9
93.25,127.9,126.3,127.2,127.1,0.8
93.5,128.1,126.9,129.4,128.1,1.2
93.75,129.0,127.6,127.6,128.1,0.8
94.0,127.7,126.3,130.2,128.1,2.0
94.25,127.2,130.4,127.1,128.2,1.9
94.5,130.6,127.1,126.6,128.1,2.2
94.75,129.0,128.0,129.2,128.8,0.7
95.0,127.0,127.7,126.8,127.1,0.5
95.25,128.2,128.9,126.9,128.0,1.0
95.5,128.4,129.7,128.9,129.0,0.7
95.75,126.4,126.2,129.3,127.3,1.7
96.0,128.3,126.6,127.3,127.4,0.9
96.25,126.2,127.9,124.9,126.3,1.5
96.5,127.3,130.8,128.0,128.7,1.9
96.75,125.3,127.5,127.4,126.7,1.2
97.0,126.5,126.8,128.0,127.1,0.8
97.25,126.6,127.2,125.3,126.4,1.0
97.5,128.3,127.0,126.1,127.1,1.1
97.75,128.8,127.1,127.8,127.9,0.9
98.0,125.3,127.5,127.3,126.7,1.2
98.25,125.1,128.2,124.8,126.1,1.9
98.5,126.4,129.5,126.1,127.3,1.9
98.75,126.4,127.9,126.0,126.8,1.0
99.0,125.6,126.1,126.9,126.2,0.7
99.25,124.7,126.0,126.4,125.7,0.9
99.5,126.3,125.6,126.3,126.1,0.4
99.75,126.4,127.9,124.6,126.3,1.7
100.0,125.9,126.3,125.0,125.7,0.7
100.25,125.7,126.0,124.5,125.4,0.8
100.5,127.9,127.2,124.8,126.6,1.6
100.75,126.4,124.1,123.3,124.6,1.6
101.0,127.5,124.3,124.3,125.3,1.8
101.25,126.4,125.5,125.0,125.6,0.7
101.5,127.1,124.6,125.1,125.6,1.3
101.75,126.9,123.8,123.8,124.8,1.8
102.0,124.7,125.8,123.0,124.5,1.4
102.25,126.2,124.5,124.2,125.0,1.0
102.5,127.2,124.8,124.1,125.4,1.6
102.75,124.8,125.7,123.2,124.6,1.3
103.0,128.2,125.2,122.4,125.3,2.9
103.25,125.4,125.9,123.5,125.0,1.3
103.5,125.7,123.6,122.4,123.9,1.7
103.75,124.1,124.1,123.2,123.8,0.5
104.0,124.3,120.9,124.1,123.1,1.9
104.25,126.5,123.1,121.0,123.5,2.8
104.5,124.0,122.8,121.6,122.8,1.2
104.75,125.6,123.4,121.1,123.3,2.3
105.0,124.8,122.4,118.8,122.0,3.0
105.25,124.5,124.2,118.8,122.5,3.2
105.5,121.0,121.6,121.4,121.4,0.3
105.75,124.7,122.0,122.5,123.1,1.4
106.0,122.4,123.2,118.4,121.3,2.5
106.25,123.1,122.4,120.7,122.1,1.2
106.5,127.4,122.0,119.0,122.8,4.3
106.75,123.8,121.0,121.1,122.0,1.6
107.0,123.3,122.4,119.2,121.6,2.1
107.25,126.5,119.9,117.9,121.4,4.5
107.5,123.4,120.2,116.9,120.2,3.2
107.75,124.7,119.9,117.2,120.6,3.8
108.0,124.7,121.8,116.9,121.1,4.0
108.25,124.5,120.0,117.3,120.6,3.6
108.5,122.3,120.3,117.9,120.1,2.2
108.75,124.9,118.6,117.8,120.4,3.9
109.0,122.3,118.7,115.9,119.0,3.2
109.25,119.7,117.7,116.7,118.0,1.6
109.5,121.6,118.8,114.9,118.4,3.3
109.75,121.8,118.2,113.5,117.8,4.2
110.0,121.8,117.2,114.4,117.8,3.7
110.25,124.1,118.5,116.7,119.8,3.8
110.5,122.1,117.6,113.2,117.6,4.4
110.75,121.4,116.9,112.4,116.9,4.5
111.0,122.1,117.9,114.6,118.2,3.8
111.25,120.5,117.6,114.7,117.6,2.9
111.5,122.8,116.1,113.1,117.3,5.0
111.75,123.5,119.3,112.5,118.4,5.5
112.0,123.0,116.6,113.7,117.7,4.8
112.25,124.6,115.9,111.1,117.2,6.9
112.5,122.8,116.4,112.0,117.1,5.4
112.75,119.5,115.4,110.8,115.2,4.3
113.0,121.2,115.6,110.4,115.8,5.4
113.25,121.1,117.0,109.1,115.7,6.1
113.5,121.3,115.8,110.3,115.8,5.5
113.75,122.1,116.8,110.9,116.6,5.6
114.0,124.7,115.2,110.3,116.7,7.3
114.25,122.6,113.9,109.6,115.4,6.6
114.5,123.2,114.0,108.7,115.3,7.3
114.75,122.5,115.5,109.6,115.9,6.5
115.0,123.2,113.7,107.4,114.8,8.0
115.25,123.1,114.7,109.2,115.7,7.0
115.5,120.9,113.6,110.0,114.8,5.6
115.75,123.7,113.5,109.2,115.5,7.5
116.0,122.5,115.1,109.2,115.6,6.7
116.25,122.1,113.2,106.3,113.9,8.0
116.5,123.5,112.6,107.8,114.6,8.1
116.75,121.5,111.5,107.5,113.5,7.2
117.0,125.6,111.9,106.2,114.6,10.0
117.25,126.8,111.5,107.4,115.2,10.2
117.5,121.2,112.7,106.5,113.5,7.4
117.75,123.4,111.1,107.2,113.9,8.5
118.0,125.9,113.5,105.3,114.9,10.4
118.25,122.3,108.9,106.1,112.5,8.7
118.5,123.1,112.9,106.1,114.0,8.5
118.75,122.6,110.5,105.0,112.7,9.0
119.0,122.3,110.2,106.2,112.9,8.4
119.25,124.0,109.9,106.1,113.3,9.4
119.5,121.6,111.5,104.6,112.6,8.6
119.75,123.9,108.5,103.1,111.8,10.8
120.0,122.4,109.9,104.2,112.1,9.3
120.25,121.1,111.2,104.2,112.1,8.5
120.5,122.2,110.1,102.9,111.7,9.8
120.75,121.9,109.5,105.1,112.2,8.7
121.0,121.7,109.7,103.1,111.5,9.4
121.25,120.9,110.8,102.6,111.4,9.2
121.5,121.9,108.6,102.0,110.8,10.1
121.75,122.2,108.8,101.9,111.0,10.3
122.0,120.6,109.5,102.0,110.7,9.4
122.25,119.7,108.9,101.3,109.9,9.2
122.5,119.2,107.7,103.6,110.2,8.1
122.75,119.2,108.2,101.5,109.7,8.9
123.0,121.1,108.8,101.4,110.4,10.0
123.25,119.8,108.2,101.0,109.7,9.5
123.5,119.2,108.8,100.7,109.6,9.3
123.75,120.8,107.3,99.8,109.3,10.6
124.0,119.0,106.9,100.0,108.6,9.6
124.25,118.7,106.0,100.7,108.5,9.3
124.5,119.6,107.5,100.6,109.2,9.6
124.75,117.0,106.3,99.4,107.6,8.9
125.0,118.2,106.0,98.7,107.6,9.9
125.25,118.6,105.7,99.7,108.0,9.6
125.5,116.8,104.4,99.4,106.9,9.0
125.75,117.4,105.2,98.5,107.0,9.6
126.0,117.3,105.9,100.1,107.8,8.8
126.25,118.0,103.4,98.0,106.5,10.4
126.5,118.3,104.6,97.0,106.6,10.8
126.75,117.3,103.0,98.0,106.1,10.0
127.0,117.2,104.1,97.8,106.3,9.9
127.25,119.1,103.7,97.5,106.8,11.1
127.5,114.6,103.5,96.3,104.8,9.2
127.75,117.5,103.0,95.8,105.4,11.0
128.0,116.1,105.0,97.7,106.3,9.3
128.25,117.4,103.3,94.5,105.1,11.5
128.5,117.1,103.8,97.5,106.2,10.0
128.75,117.2,103.9,97.3,106.2,10.2
129.0,116.2,101.5,96.0,104.6,10.4
129.25,117.3,103.2,94.6,105.0,11.5
129.5,117.9,101.0,95.7,104.9,11.6
129.75,116.4,103.4,95.1,105.0,10.8
130.0,114.6,100.1,94.8,103.2,10.3
130.25,116.3,101.4,96.0,104.6,10.5
130.5,115.1,101.7,95.6,104.1,10.0
130.75,116.2,100.5,95.0,103.9,11.0
131.0,115.4,99.9,95.0,103.5,10.6
131.25,113.7,100.6,92.8,102.3,10.6
131.5,115.0,101.4,94.4,103.6,10.5
131.75,112.4,100.4,94.1,102.3,9.3
132.0,115.9,101.6,93.4,103.6,11.4
132.25,116.4,98.9,94.8,103.4,11.5
132.5,113.3,100.3,93.7,102.5,10.0
132.75,115.1,100.2,93.1,102.8,11.3
133.0,111.7,100.8,91.5,101.3,10.1
133.25,114.0,100.1,92.4,102.2,11.0
133.5,113.7,100.3,92.2,102.1,10.9
133.75,113.8,101.3,92.2,102.4,10.8
134.0,113.2,98.3,92.7,101.4,10.6
134.25,113.7,99.6,90.0,101.1,11.9
134.5,113.4,100.5,91.7,101.9,10.9
134.75,115.4,98.9,90.5,101.6,12.6
135.0,113.4,99.2,90.2,100.9,11.7
135.25,112.8,97.9,90.8,100.5,11.2
135.5,110.8,98.5,91.2,100.1,9.9
135.75,111.5,97.6,90.9,100.0,10.5
136.0,112.7,98.2,90.6,100.5,11.2
136.25,110.9,98.0,90.2,99.7,10.5
136.5,111.6,96.5,89.1,99.1,11.4
136.75,109.6,97.8,90.0,99.1,9.9
137.0,111.9,98.0,89.6,99.8,11.3
137.25,110.2,96.9,89.7,98.9,10.4
137.5,111.4,97.7,89.5,99.6,11.1
137.75,110.6,96.8,89.2,98.9,10.9
138.0,110.9,96.0,89.9,98.9,10.8
138.25,112.0,95.8,88.1,98.6,12.2
138.5,109.5,95.7,91.7,99.0,9.4
138.75,107.9,95.7,90.1,97.9,9.1
139.0,108.3,93.7,88.3,96.8,10.4
139.25,107.9,95.5,89.2,97.6,9.5
139.5,107.6,95.9,88.2,97.2,9.8
139.75,108.2,95.3,89.3,97.6,9.7
140.0,110.0,94.7,87.6,97.5,11.4
140.25,110.3,95.2,88.1,97.9,11.3
140.5,107.8,96.8,88.1,97.6,9.9
140.75,109.3,95.5,88.7,97.8,10.5
141.0,108.0,95.9,88.9,97.6,9.7
141.25,105.9,94.7,90.4,97.0,8.0
141.5,108.9,93.7,87.6,96.7,11.0
141.75,108.2,92.4,88.8,96.5,10.3
142.0,110.2,92.7,87.3,96.7,12.0
142.25,108.1,92.2,87.8,96.0,10.7
142.5,106.7,93.1,88.4,96.1,9.5
142.75,107.5,92.5,87.6,95.9,10.4
143.0,106.7,93.5,87.1,95.8,10.0
143.25,107.7,93.9,86.9,96.1,10.6
143.5,106.3,92.7,87.2,95.4,9.8
143.75,107.4,91.7,89.2,96.1,9.9
144.0,106.2,91.2,87.2,94.8,10.0
144.25,107.1,90.6,87.2,95.0,10.6
