Names,EPDM_Membrane_R1,EPDM_Membrane_R2,EPDM_Membrane_R3,EPDM_Membrane_R4,EPDM_Membrane_R5,Mean,Std. Dev.
1384,324.6,336.6,239.7,240.1,235.1,275.2,50.8
1385,319.2,342.3,244.7,237.2,236.7,276.0,50.7
1386,321.7,330.0,244.1,235.9,237.1,273.8,47.7
1387,323.5,333.2,244.7,234.3,235.2,274.2,49.7
1388,321.2,336.3,243.2,230.1,229.1,272.0,52.4
1389,320.8,337.0,241.7,235.3,234.4,273.9,50.7
1390,320.7,332.0,244.6,233.3,230.7,272.3,49.8
1391,323.8,330.3,243.0,234.7,230.9,272.6,50.0
1392,324.4,332.6,237.0,238.4,235.6,273.6,50.2
1393,322.3,330.3,238.1,234.3,235.7,272.1,49.5
1394,322.4,327.9,246.3,232.9,234.6,272.8,48.1
1395,324.7,332.5,239.9,231.5,231.1,272.0,51.9
1396,319.1,328.9,241.8,233.7,230.4,270.8,48.9
1397,320.8,329.9,241.3,227.8,234.3,270.8,50.1
1398,321.9,326.8,238.7,232.5,233.7,270.7,49.1
1399,321.6,324.6,240.1,230.1,232.7,269.8,48.8
1400,320.1,322.9,239.1,229.1,233.1,268.9,48.2
1401,320.5,325.0,238.8,228.4,231.2,268.8,49.5
1402,318.8,329.9,238.0,231.0,229.4,269.4,50.4
1403,321.3,327.7,238.7,226.8,231.7,269.2,50.7
1404,318.1,324.1,237.3,229.7,234.3,268.7,48.0
1405,319.3,327.8,236.1,230.9,231.3,269.1,49.9
1406,315.4,324.0,239.1,229.9,230.9,267.9,47.5
1407,320.4,319.6,237.8,230.8,230.8,267.9,47.7
1408,316.4,321.6,237.2,228.8,232.5,267.3,47.3
1409,317.2,319.6,237.2,228.8,235.8,267.7,46.4
1410,314.8,325.8,236.2,230.0,229.0,267.2,48.7
1411,313.0,322.1,240.1,226.9,227.9,266.0,47.5
1412,312.7,319.3,242.4,225.7,232.2,266.5,45.7
1413,313.5,322.6,236.0,226.8,228.2,265.4,48.3
1414,316.7,322.1,237.4,227.7,223.5,265.5,49.5
1415,314.5,319.2,238.6,226.9,229.6,265.7,46.9
1416,310.6,322.0,242.4,222.3,229.5,265.4,47.2
1417,311.6,323.9,239.6,223.5,231.6,266.0,47.8
1418,313.0,320.4,240.2,226.6,231.9,266.4,46.2
1419,309.7,320.6,236.0,222.7,227.2,263.2,47.8
1420,317.0,312.2,239.0,224.4,229.4,264.4,46.2
1421,309.0,317.5,234.2,225.5,225.7,262.4,46.7
1422,309.8,322.0,233.8,226.5,227.2,263.9,47.7
1423,305.5,317.9,235.7,220.4,226.9,261.3,46.6
1424,312.8,316.2,237.8,224.6,223.4,263.0,47.4
1425,308.8,319.6,232.4,221.9,226.4,261.8,48.1
1426,312.5,318.1,238.9,218.7,225.8,262.8,48.5
1427,311.7,312.0,233.8,222.6,222.5,260.5,47.1
1428,306.2,314.7,239.1,219.8,224.1,260.8,46.0
1429,304.4,314.4,232.1,214.2,221.1,257.2,48.2
1430,308.4,321.9,233.1,223.4,222.6,261.9,49.0
1431,309.1,316.3,236.8,222.0,223.6,261.6,47.1
1432,302.9,313.9,232.0,220.8,219.5,257.8,46.6
1433,309.6,315.9,231.7,220.7,224.6,260.5,47.9
1434,300.9,315.3,231.7,222.1,222.6,258.5,45.7
1435,302.9,313.6,236.1,221.4,222.4,259.3,45.2
1436,307.6,316.4,232.6,220.1,221.6,259.7,48.1
1437,303.9,315.0,231.4,218.8,221.2,258.1,47.3
1438,303.8,310.1,232.0,219.9,222.0,257.6,45.4
1439,306.1,316.0,235.8,220.8,221.8,260.1,47.0
1440,303.6,312.1,233.5,219.7,220.1,257.8,46.1
1441,304.0,308.5,231.7,216.5,216.2,255.4,46.9
1442,304.4,316.2,232.9,218.8,218.6,258.2,48.1
1443,309.8,310.7,228.0,217.1,218.7,256.9,48.9
1444,303.7,311.5,229.4,219.0,218.0,256.3,47.1
1445,304.4,311.0,235.5,214.6,216.1,256.3,47.7
1446,307.2,312.1,227.9,214.8,217.5,255.9,49.3
1447,304.8,310.5,228.0,214.6,217.8,255.1,48.2
1448,300.4,308.8,230.3,216.7,217.4,254.7,46.0
1449,305.7,307.5,233.0,214.1,218.4,255.7,46.9
1450,307.1,309.6,230.7,217.2,219.6,256.9,47.3
1451,300.7,311.0,230.6,214.9,214.2,254.3,47.7
1452,306.9,307.9,227.9,215.1,217.4,255.0,48.0
1453,302.7,310.2,231.8,216.3,212.1,254.6,47.9
1454,303.7,313.2,229.8,215.9,216.1,255.7,48.6
1455,307.2,313.2,227.6,212.0,217.3,255.5,50.3
1456,304.2,309.0,227.7,215.0,214.0,254.0,48.4
1457,302.7,309.0,229.1,212.6,213.1,253.3,48.5
1458,305.4,305.5,228.2,215.7,216.2,254.2,47.1
1459,304.0,314.3,227.7,213.9,217.3,255.4,49.4
1460,303.1,308.7,228.9,211.4,213.3,253.1,48.7
1461,307.3,306.9,227.3,212.8,214.9,253.8,48.9
1462,299.6,309.3,227.0,212.0,213.5,252.3,48.1
1463,302.8,306.3,228.3,211.8,214.5,252.7,47.7
1464,306.8,303.7,225.7,213.4,214.5,252.8,48.1
1465,304.4,306.6,227.0,213.6,215.0,253.3,47.9
1466,299.1,302.9,223.4,212.7,214.3,250.5,46.3
1467,301.8,307.2,229.7,213.5,215.7,253.6,47.0
1468,296.6,308.7,228.9,208.4,212.8,251.1,47.9
1469,300.2,305.0,227.6,213.1,211.4,251.4,47.1
1470,297.6,301.6,227.4,213.9,213.0,250.7,45.0
1471,299.3,305.3,226.7,205.1,213.5,250.0,48.4
1472,300.5,300.2,226.7,212.0,212.6,250.4,46.0
1473,300.6,303.2,223.7,211.9,215.2,250.9,46.7
1474,294.6,299.5,228.5,209.8,212.3,248.9,44.5
1475,300.6,294.7,227.2,207.7,213.1,248.7,45.3
1476,300.8,302.3,228.3,208.7,213.1,250.6,47.1
1477,297.9,300.0,229.3,212.1,212.4,250.4,44.9
1478,293.4,304.5,224.4,211.0,216.4,249.9,45.2
1479,298.3,304.4,227.4,214.8,211.1,251.2,46.2
1480,303.1,298.3,225.1,211.0,210.8,249.6,47.0
1481,296.4,299.2,228.6,208.8,210.5,248.7,45.5
1482,295.0,298.6,227.3,207.6,212.7,248.2,44.9
1483,294.1,299.2,227.4,208.1,212.4,248.2,44.8
1484,295.5,302.9,226.5,207.7,209.8,248.5,47.0
1485,298.4,298.5,226.9,206.9,209.7,248.1,46.6
1486,296.8,299.7,225.2,207.2,212.7,248.3,46.0
1487,294.0,299.0,225.4,209.2,213.7,248.2,44.5
1488,288.5,297.2,226.4,209.6,212.4,246.8,42.6
1489,292.3,298.1,228.6,206.6,212.9,247.7,44.1
1490,292.2,297.7,220.6,209.4,208.2,245.6,45.4
1491,293.6,301.7,226.0,207.5,207.1,247.2,46.8
1492,292.4,298.7,226.8,207.2,214.3,247.9,44.1
1493,291.6,298.8,224.3,208.6,213.9,247.5,44.0
1494,288.1,295.4,228.1,208.7,213.6,246.8,41.7
1495,292.7,296.0,225.5,204.5,213.5,246.5,44.4
1496,294.7,299.6,224.9,209.0,207.5,247.1,46.2
1497,289.6,295.5,225.5,208.8,210.3,245.9,43.1
1498,293.7,301.8,226.9,207.6,208.6,247.7,46.4
1499,288.4,296.9,224.5,206.8,211.2,245.6,43.6
1500,288.5,299.4,223.5,209.1,211.8,246.5,43.9
1501,289.7,295.6,222.9,210.5,215.8,246.9,42.0
1502,285.3,287.9,222.8,206.8,210.7,242.7,40.5
1503,289.7,294.5,225.8,209.3,213.0,246.5,42.1
1504,284.4,298.5,225.5,207.2,213.1,245.7,42.6
1505,286.2,296.8,223.3,205.0,213.9,245.0,43.1
1506,286.6,296.5,222.7,206.3,214.7,245.3,42.7
1507,290.1,294.0,223.6,208.7,214.4,246.2,42.3
1508,284.8,293.0,225.1,205.8,213.5,244.5,41.2
1509,285.4,294.6,222.5,203.7,211.5,243.6,43.0
1510,284.6,298.4,225.5,202.1,214.4,245.0,43.5
1511,281.4,297.0,226.3,205.5,216.2,245.3,41.1
1512,286.0,299.3,223.6,204.4,214.7,245.6,43.7
1513,285.9,294.5,221.7,203.4,211.4,243.4,43.4
1514,279.5,302.3,221.0,205.5,214.8,244.6,43.4
1515,284.3,295.5,222.0,203.2,212.3,243.5,43.1
1516,277.3,296.7,219.7,204.4,216.1,242.8,41.3
1517,282.5,295.0,220.6,205.3,212.7,243.2,42.1
1518,283.7,294.3,224.9,203.1,215.7,244.3,41.7
1519,285.1,295.6,221.2,202.5,212.3,243.3,43.6
1520,280.4,296.4,221.7,200.3,212.2,242.2,43.2
1521,279.8,298.0,222.2,199.1,212.6,242.3,43.8
1522,278.0,294.3,221.3,199.0,211.8,240.9,42.5
1523,276.9,298.0,220.4,201.8,211.9,241.8,42.9
1524,281.4,293.2,219.6,204.3,212.5,242.2,41.8
1525,280.1,296.5,216.6,202.7,214.9,242.1,42.9
1526,280.2,293.0,217.9,203.2,208.2,240.5,42.7
1527,279.1,298.3,218.0,203.4,210.5,241.9,43.6
1528,276.7,293.5,218.7,203.5,211.9,240.9,41.2
1529,274.9,292.5,218.1,199.4,212.0,239.4,41.5
1530,280.5,291.8,222.4,204.9,210.8,242.1,40.9
1531,276.3,294.5,219.0,202.7,212.0,240.9,41.5
1532,270.8,294.3,213.3,206.3,206.3,238.2,41.4
1533,272.4,290.8,216.1,204.5,212.9,239.3,39.4
1534,272.8,294.9,220.3,200.0,212.3,240.1,41.3
1535,277.4,291.9,218.3,203.8,208.7,240.0,41.4
1536,274.6,290.4,217.0,202.2,208.8,238.6,40.8
1537,275.5,287.1,214.4,200.9,207.5,237.1,40.9
1538,273.5,283.0,219.2,199.5,208.2,236.7,38.8
1539,270.8,289.2,220.8,201.1,207.8,237.9,39.6
1540,274.0,293.5,217.8,203.2,206.5,239.0,41.8
1541,273.2,292.1,217.9,204.6,208.2,239.2,40.5
1542,272.7,293.2,219.5,195.6,207.7,237.7,42.7
1543,271.2,288.0,216.3,199.7,206.9,236.4,40.3
1544,268.5,286.6,218.8,201.3,207.3,236.5,38.6
1545,272.2,285.2,215.5,198.1,209.3,236.1,39.7
1546,270.9,289.7,220.3,200.7,209.3,238.2,39.6
1547,267.2,290.5,217.2,195.5,206.8,235.4,41.2
1548,268.2,291.5,215.8,199.8,205.9,236.2,41.0
1549,270.0,287.0,220.2,195.9,205.1,235.6,40.5
1550,266.0,288.0,220.6,198.0,207.9,236.1,39.0
1551,269.1,288.0,220.3,199.0,207.3,236.8,39.5
1552,266.9,289.2,218.6,196.9,207.8,235.9,40.0
1553,272.4,284.5,216.9,196.5,204.9,235.0,40.5
1554,268.9,287.0,216.7,199.2,208.0,235.9,39.4
1555,270.0,289.0,218.8,196.9,207.0,236.4,40.7
1556,271.2,288.4,217.7,197.9,205.3,236.1,41.0
1557,265.5,288.2,213.2,195.7,205.6,233.6,40.7
1558,269.3,288.2,223.8,197.0,207.5,237.1,39.7
1559,266.2,286.1,218.2,196.9,203.7,234.2,39.7
1560,267.9,287.7,218.6,196.6,203.5,234.8,40.6
1561,263.2,285.0,216.1,197.2,205.1,233.3,38.6
1562,263.2,290.0,215.6,194.0,206.8,233.9,40.8
1563,265.3,284.6,214.5,194.4,204.4,232.6,39.9
1564,266.6,285.3,219.6,197.3,201.8,234.1,39.7
1565,264.5,288.5,218.7,198.2,204.4,234.8,39.7
1566,263.4,284.6,218.2,196.5,202.1,233.0,39.0
1567,263.6,281.5,217.0,195.5,205.5,232.6,37.8
1568,268.3,285.9,218.8,195.9,203.8,234.6,40.2
1569,263.1,284.1,217.2,194.4,205.8,232.9,38.7
1570,261.9,285.9,218.0,195.3,204.1,233.1,39.1
1571,261.4,284.4,220.0,193.5,206.9,233.2,38.3
1572,260.0,284.7,216.1,197.1,201.8,231.9,38.6
1573,260.1,282.6,216.7,192.7,205.4,231.5,38.2
1574,259.9,285.5,215.3,196.2,205.5,232.5,38.4
1575,260.9,279.5,217.3,196.1,199.4,230.6,37.6
1576,262.2,276.9,215.0,197.6,207.8,231.9,35.3
1577,262.5,278.5,216.1,197.5,202.9,231.5,36.7
1578,259.8,280.8,213.2,191.8,202.8,229.7,38.6
1579,258.0,286.0,215.0,193.9,206.2,231.8,38.7
1580,262.7,278.9,217.0,194.8,201.2,230.9,37.7
1581,265.9,279.1,217.6,196.3,199.9,231.8,38.4
1582,257.9,276.0,215.7,196.4,200.3,229.3,35.8
1583,257.6,275.3,217.8,197.0,202.5,230.0,34.7
1584,258.4,279.2,220.2,194.2,203.1,231.0,36.5
1585,259.8,275.1,215.3,195.1,198.2,228.7,36.6
1586,255.8,276.1,216.2,192.7,205.0,229.2,35.3
1587,259.9,271.0,213.4,192.4,197.4,226.8,36.3
1588,258.1,274.1,218.3,193.5,198.2,228.4,36.1
1589,258.4,273.0,217.6,195.6,201.2,229.2,34.7
1590,256.3,277.3,216.5,194.2,200.3,228.9,36.3
1591,255.3,273.6,216.0,190.4,197.7,226.6,36.4
1592,253.1,271.9,215.9,189.8,199.8,226.1,35.1
1593,257.1,275.1,214.8,194.0,200.9,228.4,35.8
1594,250.0,272.5,214.7,190.6,200.5,225.7,34.5
1595,252.8,271.6,214.6,192.6,199.7,226.3,34.4
1596,254.7,273.3,215.6,193.7,200.7,227.6,34.8
1597,249.7,268.9,214.9,194.5,196.3,224.8,33.1
1598,249.1,271.1,213.0,196.4,197.9,225.5,33.2
1599,253.7,271.5,214.5,195.2,196.7,226.3,34.6
1600,251.7,271.0,216.6,193.4,200.6,226.7,33.5
1601,247.3,271.2,213.2,195.1,198.5,225.1,33.0
1602,246.6,274.0,213.4,197.7,197.3,225.8,33.6
1603,250.3,268.1,211.7,191.7,194.6,223.3,34.3
1604,251.8,270.7,210.6,194.5,197.4,225.0,34.3
1605,248.7,271.0,208.8,190.4,195.0,222.8,35.4
1606,250.7,269.8,211.5,190.9,199.7,224.5,34.1
1607,248.0,266.6,210.9,193.6,198.3,223.5,32.2
1608,247.8,270.5,211.3,193.4,195.7,223.7,34.0
1609,247.1,267.6,211.6,193.6,196.0,223.2,32.8
1610,247.5,269.1,210.7,195.3,195.6,223.6,33.1
1611,250.9,271.7,211.8,192.5,197.3,224.9,34.8
1612,244.1,269.9,211.0,196.6,194.6,223.2,32.8
1613,248.0,274.0,213.5,194.1,196.0,225.1,34.8
1614,245.0,269.2,212.1,193.5,193.8,222.7,33.4
1615,247.5,268.2,212.0,194.6,195.8,223.6,32.8
1616,248.1,268.7,212.0,192.3,196.2,223.5,33.5
1617,242.7,265.9,212.4,192.7,195.1,221.7,31.8
1618,243.2,269.2,212.9,191.9,195.7,222.6,33.0
1619,243.3,266.7,215.7,192.1,197.9,223.1,31.5
1620,243.9,266.2,211.2,194.3,197.1,222.6,31.4
1621,242.5,268.3,212.8,192.4,192.1,221.6,33.2
1622,242.4,263.8,213.9,191.8,194.8,221.3,31.2
1623,241.3,266.3,213.5,191.2,195.7,221.6,31.8
1624,243.0,263.1,212.9,192.5,195.0,221.3,30.9
1625,240.6,268.7,211.7,191.3,194.0,221.2,33.0
1626,242.4,265.5,211.5,193.7,196.3,221.9,31.1
1627,241.0,264.7,215.4,191.8,198.4,222.3,30.4
1628,243.5,263.8,213.6,190.9,196.7,221.7,31.2
1629,243.1,265.3,213.3,191.8,193.8,221.5,32.0
1630,238.1,262.9,216.5,189.0,192.8,219.9,31.2
1631,239.4,267.6,212.5,192.8,197.3,221.9,31.4
1632,240.6,266.2,214.6,191.7,197.7,222.1,31.1
1633,240.3,263.4,212.0,190.9,194.4,220.2,31.0
1634,241.1,259.7,213.3,192.9,196.9,220.8,28.8
1635,237.2,261.7,211.0,194.4,193.8,219.6,29.4
1636,237.5,262.2,212.8,189.9,195.1,219.5,30.3
1637,238.0,256.9,209.3,192.3,193.3,218.0,28.5
1638,236.7,263.6,211.1,191.6,195.8,219.8,30.2
1639,238.3,263.5,211.1,193.1,196.6,220.5,29.9
1640,237.3,260.1,212.9,195.6,196.6,220.5,27.8
1641,237.5,261.4,209.7,191.0,195.6,219.0,29.8
1642,235.3,259.3,215.3,193.7,192.3,219.2,28.5
1643,236.1,262.2,210.3,194.2,196.5,219.9,28.9
1644,235.2,260.2,212.4,193.0,196.0,219.4,28.3
1645,237.4,261.3,213.9,191.2,194.7,219.7,29.6
1646,233.7,263.4,212.9,195.9,196.5,220.5,28.5
1647,228.9,261.3,215.2,193.7,197.2,219.3,27.5
1648,234.8,257.1,211.0,197.6,197.2,219.5,26.0
1649,230.3,256.8,209.4,191.6,194.6,216.6,27.2
1650,232.9,260.2,210.7,191.6,194.0,217.9,28.8
1651,231.5,258.1,209.0,193.0,196.7,217.7,27.2
1652,232.7,258.9,208.5,190.4,195.4,217.2,28.5
1653,232.3,259.3,210.7,193.2,192.7,217.7,28.3
1654,229.0,258.6,209.3,193.6,192.9,216.7,27.7
1655,231.2,259.5,208.6,187.9,188.4,215.1,30.5
1656,229.7,260.1,209.0,191.8,192.2,216.6,28.9
1657,227.1,259.7,210.5,193.0,191.4,216.3,28.3
1658,229.9,256.9,213.3,191.3,194.2,217.1,27.2
1659,231.3,254.5,207.1,189.6,192.3,215.0,27.6
1660,226.4,256.6,210.0,194.2,195.7,216.6,25.9
1661,225.5,258.4,209.0,188.7,193.7,215.1,28.2
1662,228.9,259.8,209.5,190.2,195.6,216.8,28.3
1663,222.7,262.3,209.0,190.4,194.5,215.8,28.9
1664,225.5,257.1,209.3,188.3,198.3,215.7,26.9
1665,228.3,260.4,208.8,189.6,192.9,216.0,29.2
1666,228.7,258.5,208.9,185.3,194.8,215.2,29.2
1667,228.1,260.3,208.1,188.9,195.6,216.2,28.8
1668,223.7,256.4,209.3,188.5,192.0,214.0,27.6
1669,226.2,254.6,209.1,187.7,193.9,214.3,27.0
1670,225.6,255.8,209.4,188.0,194.2,214.6,27.2
1671,226.9,259.2,210.7,187.5,193.1,215.5,29.0
1672,223.4,258.1,207.5,189.8,193.5,214.5,27.8
1673,224.3,258.8,211.5,186.5,193.7,215.0,28.6
1674,220.2,255.7,209.2,185.0,192.2,212.5,27.9
1675,222.0,257.5,209.0,189.2,194.4,214.4,27.3
1676,222.2,258.2,209.0,185.1,194.9,213.9,28.5
1677,221.3,255.5,211.5,187.1,194.3,213.9,26.9
1678,218.1,256.7,208.7,191.6,195.2,214.1,26.1
1679,220.5,255.2,207.9,191.4,193.7,213.7,26.0
1680,218.5,255.8,205.6,186.4,196.2,212.5,26.9
1681,220.6,256.6,208.4,188.4,196.0,214.0,26.8
1682,219.0,252.3,208.0,188.5,194.6,212.5,25.2
1683,215.2,256.2,205.9,186.5,193.7,211.5,27.3
1684,218.7,256.3,207.8,189.3,197.5,213.9,26.2
1685,216.5,253.6,209.1,191.1,198.5,213.8,24.3
1686,216.5,255.5,205.0,187.3,191.7,211.2,27.3
1687,214.8,253.0,205.8,189.6,196.0,211.9,24.9
1688,213.1,251.4,205.5,189.3,196.5,211.2,24.2
1689,214.4,255.9,210.3,190.3,191.3,212.4,26.6
1690,214.1,252.5,205.2,190.3,191.9,210.8,25.3
1691,213.0,252.7,206.9,189.1,188.0,209.9,26.3
1692,213.9,251.7,201.6,190.3,187.7,209.0,26.0
1693,210.8,250.7,205.4,187.6,192.6,209.4,24.9
1694,212.1,250.9,205.3,191.3,189.7,209.9,24.8
1695,213.1,246.5,206.5,189.5,192.0,209.5,22.9
1696,214.5,253.4,201.3,190.5,193.2,210.6,25.7
1697,212.9,258.6,206.2,190.0,193.3,212.2,27.6
1698,209.0,248.5,204.2,191.6,191.9,209.1,23.4
1699,209.8,249.5,203.7,186.3,194.4,208.7,24.5
1700,210.6,250.6,207.4,190.2,195.4,210.8,23.8
1701,208.9,253.5,205.0,188.8,193.1,209.9,25.8
1702,209.5,251.4,205.1,191.9,193.3,210.2,24.2
1703,206.4,254.7,204.2,191.3,192.7,209.9,26.0
1704,209.6,251.7,205.1,193.4,191.0,210.2,24.5
1705,205.5,253.1,208.0,191.1,192.7,210.1,25.2
1706,203.2,251.8,201.9,190.2,190.5,207.5,25.5
1707,205.6,252.1,204.9,190.2,192.7,209.1,25.0
1708,204.7,249.3,202.0,191.0,193.2,208.0,23.8
1709,205.9,254.0,203.8,188.5,191.9,208.8,26.3
1710,200.4,250.4,203.1,189.0,195.4,207.7,24.5
1711,202.4,247.3,201.8,190.8,190.8,206.6,23.4
1712,200.4,246.8,202.3,190.8,192.7,206.6,23.0
1713,203.1,248.0,203.4,188.0,191.7,206.8,24.0
1714,203.6,248.1,202.3,192.3,193.2,207.9,23.1
1715,198.8,249.6,205.0,190.2,192.3,207.2,24.4
1716,200.9,251.2,203.7,188.9,191.3,207.2,25.4
1717,200.4,248.1,203.6,188.3,188.3,205.7,24.7
1718,201.2,249.5,205.7,195.0,193.4,209.0,23.2
1719,199.2,248.0,204.2,190.9,192.0,206.9,23.6
1720,197.5,252.8,203.7,193.6,193.0,208.1,25.3
1721,196.3,248.9,205.6,185.4,189.7,205.2,25.6
1722,194.4,248.1,202.3,190.7,192.5,205.6,24.2
1723,200.6,250.4,205.2,186.6,192.3,207.0,25.3
1724,196.3,246.7,206.3,191.4,192.8,206.7,23.1
1725,196.6,248.6,201.4,191.4,188.7,205.3,24.6
1726,196.6,252.4,203.2,192.0,191.6,207.1,25.7
1727,196.6,253.9,205.6,187.2,188.9,206.5,27.5
1728,193.9,250.8,202.8,192.9,191.5,206.4,25.2
1729,194.5,248.6,201.7,193.9,188.4,205.4,24.6
1730,192.5,249.9,204.0,195.3,185.3,205.4,25.8
1731,195.3,248.4,203.4,190.6,190.0,205.6,24.5
1732,193.5,245.5,203.6,195.1,189.6,205.5,22.9
1733,189.8,247.8,201.5,193.5,189.1,204.3,24.8
1734,192.5,250.0,203.3,190.8,188.8,205.1,25.7
1735,188.4,249.9,200.5,191.1,188.0,203.6,26.4
1736,194.3,246.8,205.3,192.4,189.7,205.7,23.7
1737,190.9,247.4,203.9,191.8,187.7,204.4,24.8
1738,192.7,245.9,204.0,196.6,188.7,205.6,23.3
1739,193.4,249.4,204.2,194.8,186.9,205.8,25.2
1740,188.9,242.3,205.2,192.8,188.7,203.6,22.7
1741,191.4,248.3,203.7,193.9,189.8,205.4,24.6
1742,191.0,243.7,203.6,194.6,190.2,204.6,22.5
1743,190.0,245.6,203.3,195.0,189.9,204.8,23.5
1744,187.2,244.9,203.9,192.8,191.9,204.1,23.6
1745,188.1,242.5,200.8,193.4,188.7,202.7,22.8
1746,188.1,246.7,203.6,195.5,187.7,204.3,24.6
1747,186.9,243.9,201.0,193.4,187.3,202.5,23.9
1748,188.1,246.9,200.4,191.8,189.5,203.4,24.8
1749,188.4,245.0,199.6,189.5,189.1,202.3,24.3
1750,186.9,241.2,201.4,191.8,191.3,202.5,22.3
1751,185.3,242.6,200.9,191.1,187.5,201.5,23.7
1752,188.0,242.5,203.6,189.2,187.5,202.2,23.5
1753,184.9,243.9,198.9,188.9,190.4,201.4,24.3
1754,185.2,241.6,199.4,188.8,187.9,200.6,23.5
1755,184.8,243.1,201.5,192.2,189.7,202.2,23.6
1756,185.1,247.3,199.5,187.8,189.4,201.8,26.0
1757,182.2,239.3,199.6,190.7,188.6,200.1,22.8
1758,184.1,242.5,201.2,186.5,190.0,200.9,24.2
1759,182.1,237.8,200.4,189.2,189.4,199.8,22.3
1760,182.6,242.1,200.8,189.7,186.0,200.3,24.4
1761,180.3,243.3,199.9,189.7,186.9,200.0,25.2
1762,181.5,242.6,201.4,188.7,184.7,199.8,25.1
1763,179.5,244.4,197.1,190.6,187.0,199.7,25.7
1764,180.4,241.9,200.4,187.5,187.0,199.4,24.8
1765,181.6,240.0,199.2,191.4,186.5,199.7,23.5
1766,178.4,238.7,199.9,190.9,187.1,199.0,23.5
1767,180.7,237.0,198.8,192.2,188.8,199.5,21.9
1768,177.5,242.1,201.2,191.7,191.5,200.8,24.6
1769,174.7,240.0,198.2,189.1,188.3,198.0,24.9
1770,177.1,239.8,201.5,187.0,186.6,198.4,24.7
1771,176.9,240.5,201.3,186.5,185.9,198.2,25.2
1772,177.0,239.5,198.8,190.2,186.8,198.5,24.2
1773,176.5,243.4,198.5,188.9,184.4,198.4,26.4
1774,177.1,241.1,199.1,191.0,189.4,199.5,24.5
1775,177.4,240.9,196.8,188.1,191.3,198.9,24.5
1776,176.8,239.7,198.6,186.4,186.9,197.6,24.7
1777,170.3,240.8,199.0,185.5,187.7,196.7,26.7
1778,174.4,245.7,198.8,187.8,188.3,199.0,27.5
1779,177.9,241.1,196.3,190.6,184.5,198.1,25.0
1780,175.2,241.6,199.3,187.9,187.7,198.3,25.6
1781,175.2,241.8,202.7,190.5,184.5,198.9,25.9
1782,172.2,245.6,197.8,190.1,187.5,198.6,27.8
1783,173.0,245.1,199.1,190.4,187.1,198.9,27.4
1784,172.1,240.7,200.9,190.2,187.6,198.3,25.8
1785,170.9,239.3,203.2,191.7,186.6,198.4,25.7
1786,173.5,240.2,202.0,190.5,186.7,198.6,25.4
1787,171.2,239.3,196.7,191.2,187.2,197.1,25.4
1788,171.6,244.3,196.3,189.7,185.2,197.4,27.7
1789,170.1,241.7,197.9,193.0,183.0,197.1,27.1
1790,172.5,241.8,199.5,190.9,184.0,197.7,26.5
1791,169.8,239.0,197.2,189.6,179.3,195.0,26.7
1792,169.2,241.3,199.0,189.5,184.6,196.7,27.1
1793,170.6,237.6,194.6,187.7,182.0,194.5,25.7
1794,168.9,236.1,197.1,189.2,182.3,194.7,25.3
1795,166.6,240.3,199.4,190.5,181.7,195.7,27.7
1796,168.3,242.1,196.9,191.0,178.8,195.4,28.4
1797,166.6,238.4,195.6,192.4,185.0,195.6,26.5
1798,167.7,240.7,196.0,192.8,186.5,196.7,26.9
1799,166.2,239.2,197.8,193.0,188.1,196.9,26.6
1800,167.1,239.4,193.9,190.6,185.5,195.3,26.7
1801,164.3,236.7,196.0,193.6,186.8,195.5,26.2
1802,164.1,238.9,197.3,187.0,186.6,194.8,27.5
1803,165.5,239.9,198.8,186.6,184.3,195.0,27.8
1804,165.7,237.8,199.1,190.7,187.1,196.1,26.4
1805,163.5,238.4,195.5,189.4,184.2,194.2,27.5
1806,163.1,234.5,198.8,188.5,183.6,193.7,26.2
1807,164.7,237.7,197.2,191.7,187.3,195.7,26.5
1808,161.2,238.4,198.7,192.5,184.7,195.1,28.1
1809,160.7,237.4,197.3,191.6,184.3,194.3,27.8
1810,161.6,239.4,197.0,185.1,185.4,193.7,28.6
1811,162.3,233.7,199.1,187.9,186.8,194.0,26.0
1812,161.0,238.3,197.7,187.2,188.4,194.5,28.0
1813,159.6,238.0,199.7,192.7,186.6,195.3,28.3
1814,160.7,236.5,198.0,187.5,185.1,193.6,27.6
1815,159.7,237.8,194.4,189.9,188.2,194.0,28.0
1816,158.7,237.4,199.5,187.2,184.0,193.4,28.7
1817,160.1,235.7,197.5,189.6,185.9,193.8,27.3
1818,158.8,237.7,193.5,191.2,186.2,193.5,28.3
1819,158.5,237.8,196.2,190.9,184.3,193.5,28.7
1820,159.1,236.8,196.0,189.0,184.2,193.0,28.2
1821,159.7,239.1,199.6,189.5,183.8,194.3,29.0
1822,158.3,232.4,195.4,191.9,186.5,192.9,26.5
1823,157.2,236.7,196.4,188.4,188.7,193.5,28.5
1824,156.5,236.1,194.8,187.0,185.0,191.9,28.7
1825,156.5,235.9,195.4,194.5,185.3,193.5,28.4
1826,157.7,235.7,197.9,186.8,184.6,192.6,28.3
1827,156.0,236.2,199.7,192.0,182.2,193.2,29.2
1828,157.0,235.6,199.3,189.5,184.9,193.3,28.4
1829,156.3,236.9,198.8,191.8,183.6,193.5,29.2
1830,154.0,233.7,197.5,188.1,182.9,191.2,28.8
1831,154.2,237.2,199.3,188.7,181.9,192.3,30.2
1832,154.6,239.6,197.7,188.4,183.3,192.7,30.8
